date,amount,category
11/05/2007,369,false
07/06/2024,474,true
06/05/2000,254,true
01/14/2025,282,false
09/30/2009,364,true
06/17/2019,137,true
10/02/2014,536,false
11/02/2022,54,false
05/19/2022,566,true
12/16/2007,276,false
09/06/2017,558,true
06/14/2009,323,false
03/12/2015,452,true
07/31/2021,434,true
08/20/2004,269,true
10/17/2013,57,false
09/03/2010,22,false
02/07/2010,43,false
06/10/2008,321,true
05/17/2019,187,true
06/19/2021,396,true
03/18/2025,255,false
04/23/2024,66,false
06/19/2019,452,false
07/28/2014,413,true
02/12/2006,313,false
12/11/2010,516,false
02/19/2020,325,true
02/08/2017,113,false
10/25/2023,441,true
10/03/2000,192,true
11/13/2012,253,true
04/11/2023,242,false
01/09/2019,581,false
03/08/2019,449,false
05/09/2008,96,true
06/11/2004,88,false
09/27/2021,237,false
06/07/2020,518,false
07/16/2013,150,false
06/15/2009,205,true
09/30/2002,507,true
12/15/2016,183,false
01/25/2003,526,false
01/28/2023,399,false
06/18/2016,508,false
07/09/2004,450,false
06/13/2023,283,true
12/11/2000,291,true
03/08/2023,102,true
03/06/2006,532,false
07/30/2011,92,false
01/23/2022,292,true
10/15/2023,537,true
09/01/2002,121,true
04/03/2001,515,false
02/03/2017,138,false
04/15/2004,137,false
12/07/2000,511,true
06/14/2001,101,true
06/24/2023,303,false
06/10/2011,195,false
06/23/2000,30,true
03/16/2016,241,true
10/23/2017,172,true
06/15/2016,209,true
05/20/2009,458,false
01/09/2022,438,true
02/03/2013,29,false
06/29/2016,209,true
04/23/2024,426,true
07/31/2017,279,true
12/11/2003,521,false
05/28/2007,597,false
10/07/2018,153,true
05/29/2010,506,true
05/24/2021,502,true
09/05/2010,163,true
08/29/2014,392,false
10/25/2006,443,false
10/22/2006,21,false
05/26/2009,409,true
09/09/2024,381,false
01/05/2001,551,true
09/22/2011,330,true
04/08/2003,112,true
08/10/2024,507,true
07/29/2007,443,false
12/20/2018,535,true
02/16/2012,195,false
01/16/2008,323,true
02/02/2011,463,false
12/27/2019,314,false
12/06/2003,546,true
12/17/2014,342,false
09/20/2016,76,true
11/03/2018,174,false
02/16/2016,342,true
07/14/2008,383,false
05/12/2012,426,false
08/15/2015,66,true
01/12/2023,296,true
11/30/2004,233,true
11/29/2009,249,false
02/12/2007,403,false
05/28/2018,462,false
01/28/2012,381,true
02/23/2011,47,true
09/27/2012,104,false
06/21/2022,449,true
08/03/2016,514,false
09/25/2000,516,true
02/25/2023,56,true
11/29/2005,274,true
08/25/2018,397,false
02/16/2006,328,false
07/30/2024,296,true
01/10/2022,567,false
05/07/2004,332,false
07/01/2021,35,false
08/16/2015,425,true
01/21/2008,436,true
09/25/2023,313,false
07/14/2000,222,false
01/25/2015,192,true
03/21/2018,523,false
08/04/2019,82,false
12/18/2008,552,true
01/20/2014,51,false
05/09/2013,264,true
07/20/2013,470,true
07/08/2013,245,true
07/27/2017,110,true
02/11/2004,54,false
01/15/2009,552,true
12/05/2008,548,true
06/27/2017,388,true
06/18/2024,22,false
06/05/2004,185,true
04/26/2008,545,false
01/23/2007,169,false
11/30/2014,32,true
12/31/2017,565,true
01/26/2014,230,true
02/04/2017,533,true
08/12/2023,155,true
01/05/2014,250,false
10/18/2008,333,true
08/15/2014,214,true
03/01/2013,565,false
09/08/2010,384,false
03/15/2014,316,true
11/26/2015,467,true
06/19/2024,279,true
03/09/2020,476,false
04/19/2011,538,true
12/19/2000,573,false
11/14/2018,59,true
10/25/2019,300,false
01/23/2025,194,false
08/01/2018,179,true
10/11/2004,491,false
12/29/2014,581,false
06/19/2013,326,true
07/24/2017,33,true
06/29/2011,480,false
05/12/2016,543,false
10/30/2015,483,false
05/18/2008,127,true
05/30/2008,234,true
10/27/2005,74,false
06/10/2020,289,true
10/16/2008,406,true
11/01/2015,253,true
11/04/2006,50,true
01/09/2009,368,false
12/01/2021,245,false
04/21/2024,194,false
06/15/2010,235,true
07/26/2021,411,false
07/05/2003,353,true
03/29/2015,454,false
06/26/2003,280,true
07/26/2002,496,true
11/06/2011,554,true
10/06/2018,440,true
12/31/2007,389,true
07/31/2024,59,false
04/06/2012,338,true
05/05/2016,572,true
05/06/2017,113,false
08/28/2011,396,false
03/07/2002,554,false
12/24/2007,174,true
03/03/2019,278,false
05/24/2001,37,false
03/31/2014,309,true
11/01/2003,133,false
02/26/2016,598,false
01/03/2004,292,false
08/10/2008,45,false
06/15/2024,126,true
10/08/2007,463,true
09/13/2021,68,true
06/08/2010,230,false
05/13/2001,54,true
03/16/2015,353,true
11/03/2002,247,true
05/21/2017,319,false
02/06/2012,500,true
03/08/2023,187,true
08/07/2020,282,true
01/22/2012,375,true
01/09/2014,173,true
06/19/2006,296,false
06/12/2007,452,true
08/22/2018,141,false
01/19/2006,346,false
12/09/2003,222,true
02/04/2025,439,true
04/02/2001,431,true
04/13/2018,429,true
09/12/2013,26,false
11/24/2006,494,false
01/14/2016,193,true
07/14/2018,491,false
04/06/2023,492,true
07/15/2022,361,true
12/12/2008,54,true
05/20/2017,450,true
08/03/2002,298,true
08/01/2019,355,true
10/10/2006,244,true
11/28/2002,285,false
02/05/2022,398,true
07/13/2012,112,false
11/14/2010,552,true
07/07/2009,325,false
07/30/2016,426,false
03/29/2016,148,false
02/08/2007,395,false
11/29/2000,278,false
05/17/2014,151,true
05/11/2011,484,false
12/14/2003,539,true
02/16/2008,123,true
02/25/2019,316,false
03/25/2014,159,false
12/09/2010,338,false
10/11/2021,351,false
11/04/2018,536,false
04/27/2012,242,false
09/27/2015,511,false
05/27/2009,564,false
01/12/2022,75,false
04/25/2013,454,true
05/26/2023,460,true
07/14/2014,368,false
09/17/2013,174,true
06/05/2011,122,false
10/03/2007,117,true
01/03/2003,44,true
05/16/2018,424,true
11/14/2024,200,true
08/04/2021,250,false
01/26/2018,80,false
10/08/2002,296,true
06/04/2001,34,false
03/20/2013,83,false
03/10/2004,321,true
07/02/2013,227,false
07/16/2009,178,true
10/25/2021,330,false
04/16/2009,546,false
08/16/2004,204,true
08/23/2005,28,true
12/15/2007,597,true
01/08/2010,364,true
02/03/2022,37,true
02/22/2001,401,true
08/18/2013,97,true
08/29/2011,543,false
04/09/2005,236,false
05/22/2016,341,false
01/03/2003,278,true
09/12/2009,299,false
08/20/2022,331,false
05/10/2008,293,true
09/07/2022,472,true
08/13/2003,540,false
12/15/2011,203,true
01/14/2010,518,false
02/16/2005,307,true
01/19/2015,406,false
08/01/2013,415,true
11/09/2004,505,false
08/14/2001,537,true
07/05/2001,536,false
03/12/2006,28,true
12/25/2004,200,true
04/15/2003,509,false
03/08/2024,304,true
05/11/2008,310,false
07/06/2016,596,true
02/14/2001,385,true
11/23/2019,181,true
08/16/2000,422,false
01/23/2025,271,false
02/08/2001,484,false
05/05/2017,302,false
09/29/2024,571,true
11/14/2005,211,false
07/20/2017,258,true
12/15/2006,134,true
05/29/2014,470,false
07/11/2016,60,true
11/18/2007,40,false
01/24/2025,102,true
04/02/2006,28,false
12/23/2002,185,false
11/15/2019,224,false
04/04/2006,173,false
05/14/2005,339,true
02/23/2024,281,true
11/05/2012,469,false
03/19/2023,84,true
01/02/2018,280,true
08/10/2000,112,false
10/23/2024,199,true
04/15/2019,102,false
09/30/2002,355,false
05/20/2009,485,false
06/16/2024,34,true
10/11/2023,148,true
10/03/2009,376,true
10/20/2002,444,true
02/16/2004,505,true
02/07/2022,528,true
07/11/2005,325,true
09/19/2005,542,true
09/29/2022,454,true
01/10/2005,189,false
10/26/2014,229,false
01/27/2015,163,false
04/05/2019,178,false
01/13/2013,419,true
08/15/2019,362,true
04/04/2006,310,false
11/14/2016,181,true
10/25/2002,280,false
01/13/2015,398,false
07/13/2010,172,true
01/23/2010,141,false
06/16/2024,313,false
01/03/2020,539,true
12/08/2022,551,true
07/29/2008,235,true
06/01/2000,551,true
11/10/2011,408,false
06/04/2000,167,false
07/20/2021,104,false
09/26/2024,218,true
06/17/2010,569,true
04/15/2012,236,false
08/30/2004,227,false
11/12/2022,595,false
03/09/2009,143,true
08/18/2016,473,false
08/18/2007,253,true
11/18/2023,389,false
04/14/2008,280,true
08/09/2017,358,false
02/04/2005,380,true
05/25/2021,115,true
03/08/2019,457,false
05/06/2001,359,false
12/09/2000,236,true
04/13/2010,295,false
01/05/2012,434,false
02/11/2023,347,true
01/04/2003,47,true
06/30/2015,93,false
01/01/2007,433,true
10/01/2017,370,true
08/08/2024,540,false
10/23/2021,76,true
10/08/2022,345,false
09/21/2020,332,true
06/13/2018,133,false
06/03/2017,456,true
09/04/2001,330,false
06/15/2024,185,false
04/14/2006,276,false
03/30/2011,375,false
10/03/2004,336,false
01/04/2013,143,true
10/29/2002,571,true
07/10/2023,228,true
08/06/2009,333,false
02/14/2007,308,false
10/23/2000,379,false
03/30/2003,417,true
01/09/2009,467,false
07/03/2004,236,false
12/04/2011,506,false
07/08/2023,376,true
06/12/2014,366,false
04/15/2003,68,false
02/27/2001,460,true
04/07/2018,25,false
05/09/2006,98,true
10/17/2018,97,true
04/01/2013,328,true
05/05/2021,57,false
08/30/2004,535,true
07/14/2017,57,true
06/25/2018,517,false
09/29/2008,284,false
08/10/2011,317,false
04/19/2017,262,false
01/18/2013,293,true
06/10/2012,423,false
12/07/2001,535,true
11/15/2015,237,true
03/04/2015,518,false
03/19/2015,325,true
01/31/2021,120,true
10/01/2012,150,false
12/25/2016,96,false
08/12/2021,296,false
09/30/2006,473,false
06/17/2007,485,false
01/19/2001,131,false
12/04/2003,30,true
02/01/2006,599,false
10/29/2020,582,false
12/14/2011,426,false
09/24/2019,41,false
12/06/2008,549,true
02/16/2012,457,false
01/27/2009,339,true
08/25/2008,256,false
04/20/2009,416,true
09/30/2015,540,false
07/17/2003,538,false
07/20/2012,318,false
11/27/2007,495,true
07/28/2020,251,true
08/28/2007,60,false
12/12/2008,360,true
06/17/2024,92,false
03/06/2012,212,false
03/01/2016,116,true
06/10/2015,211,false
12/08/2021,261,false
02/04/2009,25,true
06/07/2019,152,false
01/09/2003,55,true
10/13/2008,200,true
02/03/2024,315,false
05/29/2003,502,true
05/19/2018,31,true
03/29/2013,323,false
05/19/2014,289,false
05/12/2018,334,true
08/06/2006,553,false
11/23/2018,314,false
11/22/2024,80,false
07/11/2009,464,false
08/24/2008,354,false
09/06/2016,87,false
10/03/2018,330,true
07/03/2012,483,true
10/01/2015,125,false
01/28/2013,217,true
12/01/2001,48,false
12/24/2022,540,true
09/07/2012,189,false
11/11/2021,330,true
06/01/2017,479,false
11/10/2015,567,false
11/15/2003,298,true
08/06/2012,375,true
02/12/2001,91,false
06/18/2008,351,false
06/14/2017,434,true
01/29/2011,321,true
04/10/2017,296,false
08/21/2017,317,true
04/22/2023,268,true
05/07/2013,537,false
06/27/2009,509,false
03/17/2013,378,false
04/01/2015,136,true
01/24/2015,496,false
02/22/2009,245,false
12/21/2002,455,false
07/24/2007,451,false
08/13/2000,24,false
09/11/2015,98,false
04/11/2005,532,true
12/22/2002,152,false
